map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,0001,Berkeley_58,,0.067,60.933,0.025,0.087,0.155,0.56,1.56,,2700.0,0.72,8.47,1.12,13.66,5.19,,,Simbad
map,cmd,stars,0002,NGC_7801,,0.082,50.727,0.015,0.07,0.156,-3.2,-3.47,,1953.0,0.146,9.255,0.61,9.93,2.67,,,Simbad
map,cmd,stars,0003,FSR_0459,,0.127,59.242,0.018,0.055,0.09,-1.66,-0.01,,2926.0,1.145,7.8,0.39,7.65,5.62,irc,,Simbad
map,cmd,stars,0004,Stock_18,,0.397,64.625,0.01,0.05,0.08,-3.59,-1.15,,774.0,0.177,8.68,0.16,2.14,355.57,,,Simbad
map,cmd,stars,0005,Berkeley_59,,0.559,67.425,0.035,0.115,0.22,-3.2,-1.11,-12.5,1000.0,1.241,6.1,0.55,6.51,153.96,,,Simbad
map,cmd,stars,0006,Cep_OB4,a,0.735,67.5,0.12,0.345,0.76,-0.93,-2.58,0.0,850.0,1.099,6.1,9.54,13.56,16.73,ass,,Simbad
map,cmd,stars,0007,Blanco_1,,0.885,-30.0,0.5,1.4,2.35,19.71,2.28,5.5,250.0,0.012,7.75,2.82,10.93,24.84,,-0.188,Simbad
map,cmd,stars,0008,Berkeley_104,,0.852,63.58,0.018,0.055,0.135,-4.57,-4.37,,3599.0,0.606,8.805,1.13,14.92,4.51,,0.07,Simbad
map,cmd,stars,0009,IRAS_00013+6817,,0.996,68.565,0.01,0.055,0.09,-3.52,-1.55,,1338.0,0.833,7.15,0.73,5.69,1.69,irc,,Simbad
map,cmd,stars,0014,FSR_0504,,1.455,81.84,0.01,0.045,0.08,-3.57,7.83,,3744.0,0.104,9.45,0.49,10.62,5.03,,,Simbad
map,cmd,stars,0016,BDB_94,r,1.68,65.629,0.015,0.045,0.085,-2.73,-2.39,,1700.0,1.399,7.4,0.14,4.52,34.14,irc,,Simbad
map,cmd,stars,0017,Czernik_1,,1.902,61.49,0.012,0.03,0.07,-3.83,1.66,,2609.0,0.833,7.76,0.44,4.46,8.81,,,Simbad
map,cmd,stars,0018,SAI_1,,2.112,51.724,0.012,0.045,0.065,-4.2,-1.78,,1905.0,0.312,9.27,0.26,2.93,27.2,,,Simbad
map,cmd,stars,0019,ASCC_1,,2.413,62.704,0.03,0.043,0.105,-3.97,-3.18,-69.7,1600.0,0.489,8.406,0.38,5.51,6.09,,,Simbad
map,cmd,stars,0020,Berkeley_1,,2.4,60.467,0.01,0.04,0.07,-0.27,-2.3,,10300.0,0.904,8.6,7.24,24.99,0.02,,,Simbad
map,cmd,stars,0021,King_13,,2.514,61.184,0.027,0.065,0.115,-0.14,-2.99,,3100.0,0.82,8.595,1.54,10.59,1.4,,,Simbad
map,cmd,stars,0023,Alessi_20,,2.667,58.748,0.035,0.152,0.305,6.34,-2.51,-11.5,470.0,0.381,7.575,1.25,3.77,51.36,,,Simbad
map,cmd,stars,0024,FSR_0474,,2.685,59.735,0.017,0.045,0.09,-1.41,-0.02,,4638.0,1.145,8.9,1.09,14.2,1.53,irc,,Simbad
map,cmd,stars,0025,FSR_0480,,3.736,61.471,0.02,0.09,0.14,-0.31,-2.33,,5492.0,0.937,9.3,3.14,21.95,0.79,irc,,Simbad
map,cmd,stars,0026,PTB_7,,3.801,68.318,0.02,0.075,0.165,-0.22,-1.11,,3233.0,1.405,6.55,5.37,13.7,0.93,irc,,Simbad
map,cmd,stars,0027,BDSB_48,r,3.862,61.26,0.015,0.035,0.07,-2.41,-3.25,,8000.0,1.549,7.95,5.99,15.61,0.1,irc,,Simbad
map,cmd,stars,0028,Juchert-Saloran_1,,4.081,59.962,0.025,0.06,0.125,-2.38,-1.24,,5326.0,0.833,9.3,1.57,17.91,2.12,,,Simbad
map,cmd,stars,0029,Berkeley_60,,4.425,60.934,0.015,0.04,0.09,-0.5,-3.78,,3299.0,0.958,8.4,0.75,10.92,11.19,,0.07,Simbad
map,cmd,stars,0031,ASCC_2,,4.875,55.645,0.055,0.1,0.22,-1.56,-1.34,,2301.0,0.5,8.87,1.15,13.58,1.94,,,Simbad
map,cmd,stars,0032,FSR_0486,,5.103,59.332,0.015,0.035,0.06,-2.35,-1.46,,1850.0,0.55,8.9,0.42,2.96,20.79,irc,,Simbad
map,cmd,stars,0033,FSR_0479,,5.311,54.827,0.012,0.05,0.09,-3.43,-1.52,,2038.0,0.479,8.8,0.72,6.69,5.82,,,Simbad
map,cmd,stars,0034,Mayer_1,,5.514,61.741,0.015,0.06,0.115,-3.87,-3.27,-20.9,1430.0,0.5,7.74,0.57,6.89,5.44,,,Simbad
map,cmd,stars,0035,King_1,,5.515,64.384,0.025,0.1,0.22,-2.68,-4.31,,1659.0,0.625,9.7,1.33,10.72,19.77,,,Simbad
map,cmd,stars,0036,FSR_0477,,5.745,51.883,0.015,0.06,0.12,-3.76,2.02,,1908.0,0.458,9.04,0.24,7.38,20.7,,,Simbad
map,cmd,stars,0037,SAI_4,,5.907,62.71,0.02,0.035,0.067,-4.53,-3.83,-100.7,1600.0,0.4,8.8,0.42,2.62,27.9,,,Simbad
map,cmd,stars,0038,NGC_104,g,6.004,-72.081,0.2,0.53,0.95,3.44,0.0,-18.0,4501.0,0.042,10.1,5.02,61.6,35.4,glo,-0.645,Simbad
map,cmd,stars,0039,Stock_20,,6.313,62.602,0.025,0.06,0.14,-2.56,-3.24,,1100.0,0.2,8.337,1.07,5.24,11.86,,,Simbad
map,cmd,stars,0040,NGC_103,,6.27,61.34,0.025,0.045,0.09,-2.49,-3.62,-116.7,2501.0,0.45,8.565,1.2,5.19,0.74,,,Simbad
map,cmd,stars,0041,Berkeley_2,,6.316,60.382,0.018,0.04,0.1,1.07,-2.68,,5499.0,0.899,8.98,1.75,20.1,1.89,,,Simbad
map,cmd,stars,0042,FSR_0494,,6.42,63.75,0.02,0.095,0.165,-2.97,-2.66,,5087.0,0.521,9.3,2.86,22.66,1.71,irc,,Simbad
map,cmd,stars,0044,FSR_0496,,6.675,64.03,0.018,0.075,0.17,-0.29,-2.48,,1123.0,0.77,9.055,1.84,5.19,19.39,irc,,Simbad
map,cmd,stars,0045,NGC_110,,6.855,71.422,0.02,0.065,0.115,2.75,3.78,,1600.0,0.65,8.97,0.62,5.86,4.37,dub,,Simbad
map,cmd,stars,0046,SAI_6,,6.978,60.677,0.02,0.065,0.12,-0.3,-1.36,-47.0,3100.0,0.899,8.7,1.19,13.63,2.0,,,Simbad
map,cmd,stars,0048,FSR_0481,,7.234,43.279,0.01,0.05,0.11,3.5,1.31,,2164.0,0.385,9.1,0.5,8.14,11.92,,,Simbad
map,cmd,stars,0050,FSR_0498,r,7.275,62.409,0.013,0.045,0.095,-3.86,-1.85,,1800.0,0.15,8.55,0.4,6.32,8.01,irc,,Simbad
map,cmd,stars,0051,FSR_0503,,7.357,68.894,0.035,0.06,0.14,0.53,1.02,,4701.0,0.799,9.18,2.75,22.25,0.92,,,Simbad
map,cmd,stars,0052,Stock_21,,7.561,57.931,0.02,0.07,0.155,-1.07,-2.76,,1700.0,0.416,8.825,0.64,7.36,6.82,,,Simbad
map,cmd,stars,0053,NGC_129,,7.542,60.203,0.02,0.09,0.155,-2.2,-1.16,-38.0,1685.0,0.541,7.975,2.29,7.26,9.05,,,Simbad
map,cmd,stars,0054,ASCC_3,a,7.77,55.275,0.03,0.08,0.24,-1.57,-2.27,-37.0,1550.0,0.25,7.729,5.8,10.54,1.98,,,Simbad
map,cmd,stars,0055,NGC_133,,7.819,63.345,0.015,0.035,0.08,-1.92,-1.17,,1861.0,0.625,7.3,0.29,3.69,20.05,,,Simbad
map,cmd,stars,0056,NGC_136,,7.9,61.51,0.015,0.055,0.125,0.31,-1.16,,3519.0,0.833,8.4,0.95,14.74,4.08,,,Simbad
map,cmd,stars,0057,King_14,,8.014,63.181,0.017,0.09,0.14,-3.75,-1.55,,2600.0,0.6,7.7,1.19,10.97,8.23,,,Simbad
map,cmd,stars,0058,King_15,,8.199,61.89,0.025,0.05,0.095,-3.27,-0.31,,5500.0,0.7,8.4,1.9,16.81,0.82,,0.07,Simbad
map,cmd,stars,0059,NGC_146,,8.226,63.305,0.025,0.06,0.16,-4.17,-2.23,,2800.0,0.6,7.701,2.17,12.71,4.72,,,Simbad
map,cmd,stars,0062,NGC_189,,9.87,61.115,0.017,0.045,0.12,-0.31,-2.71,,1300.0,0.7,8.709,0.87,3.85,12.29,,,Simbad
map,cmd,stars,0063,Stock_24,,9.94,61.965,0.02,0.06,0.145,-1.66,1.3,,2400.0,0.55,7.985,1.26,9.2,9.27,,,Simbad
map,cmd,stars,0065,Dolidze_12,,10.192,60.855,0.02,0.08,0.13,-0.72,-0.99,,4000.0,0.5,9.135,2.56,19.56,0.79,ast,,Simbad
map,cmd,stars,0066,FSR_0508,,10.473,64.956,0.012,0.035,0.055,2.23,-0.07,,5053.0,1.499,6.67,1.23,7.52,4.93,irc,,Simbad
map,cmd,stars,0067,Dias_1,,10.653,64.06,0.02,0.06,0.14,-0.86,1.33,,2186.0,0.937,7.9,0.67,9.06,12.64,,,Simbad
map,cmd,stars,0068,NGC_225,,10.8,61.782,0.02,0.07,0.18,-3.09,-0.75,-28.0,850.0,0.6,8.191,0.26,3.58,14.0,,,Simbad
map,cmd,stars,0069,Czernik_2,,10.924,60.152,0.02,0.045,0.11,-0.71,-1.0,,4500.0,0.5,9.123,1.25,18.31,2.13,,,Simbad
map,cmd,stars,0070,King_16,,10.965,64.18,0.02,0.065,0.13,-0.66,1.58,,2325.0,0.833,7.8,0.8,10.53,11.82,,,Simbad
map,cmd,stars,0071,FSR_0507,,11.01,52.36,0.02,0.075,0.15,-5.26,0.37,,2203.0,0.885,9.0,2.17,7.78,1.29,,,Simbad
map,cmd,stars,0073,Berkeley_4,,11.268,64.382,0.03,0.09,0.17,-0.23,1.01,,3300.0,0.7,7.3,1.76,17.16,3.97,,,Simbad
map,cmd,stars,0074,NGC_188,,11.85,85.255,0.035,0.295,0.57,0.15,-1.43,-45.0,2000.0,0.085,9.65,2.36,22.86,15.59,,-0.01,Simbad
map,cmd,stars,0075,Berkeley_61,,12.079,67.193,0.025,0.06,0.1,-1.95,0.98,,2153.0,1.041,8.985,1.4,4.24,2.84,,,Simbad
map,cmd,stars,0076,Dolidze_13,,12.51,64.091,0.02,0.055,0.11,-1.49,2.45,,2400.0,0.35,8.962,0.43,8.74,6.71,dub,,Simbad
map,cmd,stars,0077,FSR_0515,,12.682,54.765,0.012,0.051,0.085,-4.27,-2.34,,2362.0,0.416,9.275,1.12,7.25,6.72,,,Simbad
map,cmd,stars,0078,FSR_0516,,12.637,65.965,0.018,0.085,0.17,-1.8,-0.45,,810.0,2.04,8.83,1.54,4.83,15.03,irc,,Simbad
map,cmd,stars,0079,King_2,,12.732,58.201,0.02,0.05,0.1,-1.71,-0.08,-144.2,5499.0,0.3,9.67,4.27,12.16,0.92,,-0.42,Simbad
map,cmd,stars,0080,FSR_0518,m,12.81,44.285,0.02,0.1,0.2,-8.85,-6.05,,2154.0,0.104,9.415,1.46,11.1,1.45,,,Simbad
map,cmd,stars,0081,Cas_OB7,a,12.465,64.14,0.04,0.16,0.27,-0.35,0.94,-50.0,2600.0,2.101,7.7,12.26,20.29,1.67,ass,,Simbad
map,cmd,stars,0083,FSR_0519,,13.122,64.667,0.02,0.06,0.14,0.03,2.47,,1517.0,0.697,7.35,0.55,6.33,14.93,irc,,Simbad
map,cmd,stars,0084,NGC_288,g,13.192,-26.585,0.05,0.16,0.31,8.59,-8.74,-45.4,8912.0,0.031,10.1,2.97,56.36,0.91,glo,-1.15,Simbad
map,cmd,stars,0085,IC_1590,n,13.2,56.63,0.015,0.105,0.23,-1.8,-1.82,-32.5,2400.0,0.4,6.895,1.11,14.6,17.34,,,Simbad
map,cmd,stars,0086,FSR_0521,,13.245,59.835,0.015,0.06,0.125,-1.36,-0.18,,2534.0,0.562,9.21,1.7,12.04,3.44,irc,,Simbad
map,cmd,stars,0087,ASCC_4,,13.32,61.6,0.025,0.085,0.21,-1.15,-0.63,-9.2,550.0,0.25,8.65,0.54,2.91,26.38,,,Simbad
map,cmd,stars,0088,Alessi_1,,13.327,49.48,0.05,0.175,0.425,6.13,-7.53,6.0,750.0,0.1,8.84,4.59,7.68,5.47,,,Simbad
map,cmd,stars,0089,FSR_0522,,13.5,65.797,0.02,0.055,0.105,-1.16,1.93,,2094.0,0.916,8.55,1.99,5.43,7.53,irc,,Simbad
map,cmd,stars,0092,FSR_0524,,14.32,62.125,0.01,0.06,0.11,-1.57,-0.07,,1841.0,0.541,9.19,0.74,7.04,16.83,,,Simbad
map,cmd,stars,0093,ASCC_5,,14.407,55.855,0.03,0.1,0.19,-1.82,-3.15,-43.0,523.0,0.021,7.78,0.21,3.01,16.26,,,Simbad
map,cmd,stars,0094,Skiff_J0058+68.4,,14.542,68.465,0.02,0.18,0.32,-1.83,0.79,,2000.0,0.65,9.01,2.99,17.72,9.41,,,Simbad
map,cmd,stars,0097,Berkeley_62,,15.277,63.935,0.018,0.075,0.16,-2.65,1.7,,2000.0,0.731,7.3,1.3,8.91,8.65,var,,Simbad
map,cmd,stars,0098,Czernik_3,,15.787,62.787,0.01,0.04,0.08,-1.55,0.36,,1600.0,0.999,8.8,0.23,5.12,23.25,,,Simbad
map,cmd,stars,0099,NGC_362,g,15.825,-70.847,0.055,0.145,0.235,7.63,-4.67,223.5,8603.0,0.052,10.1,2.94,31.35,11.24,glo,-1.25,Simbad
map,cmd,stars,0101,Cas_OB1,a,15.06,61.46,0.075,0.33,0.6,-1.9,-1.07,-42.0,3000.0,2.251,7.033,34.76,43.27,0.38,ass,,Simbad
map,cmd,stars,0102,NGC_366,,16.635,62.224,0.027,0.085,0.16,-0.48,-2.08,,2200.0,0.999,7.9,1.44,7.06,11.36,,,Simbad
map,cmd,stars,0104,Pfleiderer_1,r,17.01,65.662,0.018,0.05,0.09,2.46,0.32,,4126.0,1.312,9.07,1.62,9.99,1.11,,,Simbad
map,cmd,stars,0105,NGC_381,,17.107,61.579,0.02,0.1,0.18,0.22,-2.07,-22.0,1200.0,0.339,8.85,0.6,6.62,32.4,,0.07,Simbad
map,cmd,stars,0106,BDSB_51,r,17.152,63.118,0.01,0.045,0.065,-0.35,5.41,,12002.0,1.68,8.15,5.9,26.66,0.16,irc,,Simbad
map,cmd,stars,0107,FSR_0530,r,17.985,56.985,0.03,0.06,0.12,-3.21,0.11,,3501.0,0.2,9.3,1.55,13.11,1.4,,,Simbad
map,cmd,stars,0108,Stock_3,,18.037,62.258,0.02,0.07,0.11,-0.13,-0.64,-6.0,1363.0,0.708,7.85,0.37,5.93,20.68,,,Simbad
map,cmd,stars,0109,Platais_2,m,18.225,32.05,0.25,1.32,1.32,13.85,-11.29,6.5,190.0,0.05,8.313,4.15,5.15,32.31,,,Simbad
map,cmd,stars,0110,NGC_433,,18.801,60.123,0.02,0.06,0.14,-2.32,-1.6,-36.9,1650.0,0.6,7.81,1.56,5.82,3.8,,,Simbad
map,cmd,stars,0111,NGC_436,,18.996,58.811,0.04,0.095,0.155,-1.9,-2.15,-74.3,3000.0,0.46,7.925,0.8,10.18,8.75,,,Simbad
map,cmd,stars,0112,FSR_0534,r,19.359,61.3,0.01,0.05,0.1,-2.17,-3.02,,1800.0,0.6,8.7,1.04,3.89,6.99,irc,,Simbad
map,cmd,stars,0113,FSR_0537,r,19.768,60.347,0.02,0.045,0.1,-0.22,-3.04,,2075.0,0.666,9.0,0.66,5.85,8.81,irc,,Simbad
map,cmd,stars,0114,NGC_457,,19.905,58.28,0.055,0.13,0.22,-1.92,-2.19,-32.7,2400.0,0.4,7.38,2.6,10.31,7.57,,,Simbad
map,cmd,stars,0115,FSR_0544,,19.957,52.667,0.02,0.075,0.165,-2.74,1.38,,1799.0,0.7,8.906,0.7,11.87,2.78,,,Simbad
map,cmd,stars,0116,FSR_0536,,19.933,63.067,0.02,0.08,0.16,-1.16,1.98,,3001.0,1.199,8.397,1.53,14.88,4.79,irc,,Simbad
map,cmd,stars,0117,FSR_0538,,20.512,63.703,0.01,0.06,0.115,-0.95,2.77,,2146.0,1.062,8.86,1.04,9.54,1.94,irc,,Simbad
map,cmd,stars,0119,FSR_0542,,21.45,62.985,0.025,0.085,0.14,1.22,-2.31,,1934.0,0.833,8.35,0.75,7.54,10.35,irc,,Simbad
map,cmd,stars,0120,SAI_14,,21.517,62.613,0.02,0.07,0.12,2.24,-3.98,,5086.0,0.833,9.45,1.03,19.3,1.62,,,Simbad
map,cmd,stars,0121,FSR_0560,,21.997,44.155,0.018,0.08,0.15,-0.11,-1.95,,1907.0,0.77,8.355,0.53,9.83,6.8,,,Simbad
map,cmd,stars,0122,NGC_559,,22.38,63.302,0.03,0.15,0.3,-2.95,-1.07,-37.7,2200.0,0.6,8.8,1.59,17.06,3.4,,,Simbad
map,cmd,stars,0123,FSR_0547,r,22.438,60.713,0.013,0.04,0.08,0.85,-0.39,,2800.0,0.3,8.9,1.19,8.97,3.43,irc,,Simbad
map,cmd,stars,0124,NGC_581,,23.316,60.652,0.035,0.075,0.17,-1.14,0.37,-41.4,2199.0,0.331,7.44,1.08,11.84,7.59,,,Simbad
map,cmd,stars,0125,FSR_0531,,23.355,74.742,0.015,0.08,0.165,3.39,-2.08,,3896.0,0.146,9.4,4.44,15.79,0.93,,,Simbad
map,cmd,stars,0126,Czernik_4,,23.902,61.463,0.01,0.04,0.07,1.84,-1.84,-11.4,1632.0,0.999,7.715,0.27,3.96,16.76,,,Simbad
map,cmd,stars,0127,Trumpler_1,,23.91,61.275,0.01,0.045,0.08,0.67,-2.16,-65.0,2399.0,0.583,7.1,0.71,4.68,9.43,,,Simbad
map,cmd,stars,0128,NGC_609,,24.094,64.535,0.03,0.08,0.125,-0.45,-1.38,,4499.0,0.75,9.15,2.15,19.0,3.09,,,Simbad
map,cmd,stars,0129,FSR_0546,,24.3,65.85,0.03,0.09,0.15,2.32,0.36,,2501.0,1.099,9.0,1.48,11.9,5.92,irc,,Simbad
map,cmd,stars,0130,FSR_0549,r,24.912,65.921,0.015,0.05,0.09,1.85,1.07,,6001.0,0.45,9.3,3.17,13.64,0.55,irc,,Simbad
map,cmd,stars,0131,FSR_0551,r,24.925,64.875,0.01,0.045,0.07,2.1,-1.13,,3500.0,1.499,6.68,1.24,9.44,1.83,irc,,Simbad
map,cmd,stars,0132,FSR_0553,,25.234,64.515,0.025,0.06,0.12,-1.15,0.87,,7500.0,0.999,8.6,4.18,29.48,0.82,irc,,Simbad
map,cmd,stars,0133,NGC_637,,25.777,64.045,0.011,0.075,0.145,-0.25,-2.0,-39.1,2304.0,0.583,6.74,0.53,9.72,6.15,,,Simbad
map,cmd,stars,0134,FSR_0539,,25.792,74.405,0.02,0.06,0.14,-0.35,1.29,,2121.0,0.521,9.305,1.19,9.67,4.99,,,Simbad
map,cmd,stars,0135,NGC_657,,25.849,55.84,0.018,0.05,0.095,-1.07,-1.53,,1934.0,0.521,9.0,0.65,3.83,8.38,,,Simbad
map,cmd,stars,0137,NGC_654,,25.995,61.9,0.02,0.105,0.16,0.9,-3.36,-38.8,1786.0,0.75,7.25,0.61,10.0,54.35,,,Simbad
map,cmd,stars,0138,NGC_659,,26.092,60.67,0.025,0.07,0.155,-0.46,-0.63,,2300.0,0.65,7.762,0.79,10.68,5.71,,,Simbad
map,cmd,stars,0139,NGC_663,,26.55,61.225,0.035,0.1,0.24,-0.98,-1.94,-31.6,2100.0,0.7,7.5,2.29,14.21,8.83,,,Simbad
map,cmd,stars,0140,Collinder_463,,27.3,71.78,0.05,0.22,0.51,1.79,0.56,-7.2,800.0,0.3,8.45,3.73,10.47,9.61,,,Simbad
map,cmd,stars,0141,ASCC_6,,26.82,57.68,0.035,0.08,0.19,-0.52,-0.68,-20.0,1350.0,0.3,7.8,1.4,8.47,2.29,,,Simbad
map,cmd,stars,0142,Berkeley_5,,26.925,62.933,0.022,0.05,0.08,0.11,-2.78,,6000.0,1.399,8.83,1.75,12.25,1.94,,,Simbad
map,cmd,stars,0143,Collinder_21,r,27.54,27.115,0.05,0.16,0.36,-2.3,-3.9,,1400.0,0.2,9.393,1.38,10.45,2.16,ast,,Simbad
map,cmd,stars,0145,Berkeley_6,,27.825,61.06,0.025,0.07,0.15,-1.29,-3.22,,2500.0,0.781,8.6,1.47,8.84,0.83,,,Simbad
map,cmd,stars,0146,IC_166,,28.095,61.865,0.04,0.125,0.245,-4.52,-1.27,-36.7,4801.0,0.849,9.0,5.51,35.4,0.99,,-0.178,Simbad
map,cmd,stars,0147,Stock_4,,28.282,57.01,0.035,0.095,0.21,0.93,0.49,,900.0,0.05,8.6,1.63,4.78,5.3,,,Simbad
map,cmd,stars,0148,ESO_245-09,r,28.429,-45.92,0.025,0.23,0.37,4.1,2.1,,1380.0,0.312,9.055,2.58,12.29,0.7,rem,,Simbad
map,cmd,stars,0149,Berkeley_7,,28.545,62.37,0.025,0.045,0.11,-4.3,-1.95,,2600.0,0.799,7.25,0.72,6.85,6.41,,,Simbad
map,cmd,stars,0150,Czernik_5,,28.927,61.354,0.018,0.045,0.09,-3.13,-3.18,,2400.0,1.099,8.615,0.56,6.61,6.76,,,Simbad
map,cmd,stars,0151,NGC_752,,29.272,37.79,0.1,0.65,1.4,8.36,-12.1,4.7,450.0,0.04,9.13,3.07,13.83,11.79,,-0.088,Simbad
map,cmd,stars,0152,IRAS_01546+6319,,29.332,63.49,0.05,0.18,0.39,-3.17,-1.04,,2400.0,2.301,6.59,10.08,22.0,0.41,emb,,Simbad
map,cmd,stars,0153,NGC_744,,29.644,55.478,0.04,0.195,0.345,-0.3,-3.92,,1382.0,0.381,8.375,0.82,13.09,9.68,,,Simbad
map,cmd,stars,0154,NGC_743,,29.655,60.157,0.025,0.09,0.17,-1.81,-2.77,-6.5,1100.0,0.45,8.29,1.71,5.96,21.17,dub,,Simbad
map,cmd,stars,0156,ASCC_7,,29.775,58.925,0.035,0.09,0.18,1.94,-1.21,-49.0,2000.0,0.45,7.4,1.28,10.46,2.81,,,Simbad
map,cmd,stars,0157,FSR_0558,,30.13,67.803,0.013,0.065,0.1,-2.89,-1.47,,2501.0,0.999,8.8,0.6,8.36,8.22,,,Simbad
map,cmd,stars,0158,Berkeley_8,,30.352,75.493,0.02,0.125,0.24,1.73,-1.85,,5001.0,0.4,9.3,3.34,36.89,0.7,,,Simbad
map,cmd,stars,0159,Czernik_6,,30.48,62.85,0.013,0.05,0.115,-3.85,0.05,,1391.0,0.26,7.98,0.38,5.49,33.76,,,Simbad
map,cmd,stars,0160,FSR_0555,r,30.705,70.696,0.01,0.053,0.085,2.27,-3.16,,2200.0,1.099,7.8,1.04,4.51,3.74,,,Simbad
map,cmd,stars,0162,Czernik_7,,30.754,62.253,0.03,0.065,0.12,-4.16,-1.91,,3001.0,0.6,9.116,3.4,8.84,1.66,,,Simbad
map,cmd,stars,0163,Stock_5,,31.135,64.355,0.02,0.115,0.24,1.12,-1.16,-19.3,1100.0,0.489,7.7,0.93,7.21,8.34,,,Simbad
map,cmd,stars,0164,FSR_0532,r,31.297,81.204,0.035,0.1,0.18,-0.85,-1.72,,2589.0,0.416,9.15,1.68,13.39,1.31,,,Simbad
map,cmd,stars,0165,SAI_16,,31.413,62.265,0.012,0.045,0.09,-0.31,-1.42,,4739.0,0.999,9.15,1.29,12.81,2.9,,,Simbad
map,cmd,stars,0166,FSR_0561,,31.474,67.745,0.015,0.08,0.135,-3.1,-1.04,,1466.0,2.082,8.24,1.09,8.41,3.92,,,Simbad
map,cmd,stars,0167,Riddle_4,,31.86,60.271,0.02,0.04,0.083,1.01,-1.1,,2200.0,1.049,7.35,0.78,3.57,23.31,,,Simbad
map,cmd,stars,0168,IRAS_02044+6031,,32.032,60.75,0.03,0.145,0.27,0.95,-1.43,-58.0,2735.0,1.135,6.25,5.81,19.12,0.39,emb,,Simbad
map,cmd,stars,0171,IRAS_02054+6011,,32.175,60.437,0.025,0.075,0.125,1.06,-2.72,,2726.0,1.312,6.8,2.95,8.94,1.77,emb,,Simbad
map,cmd,stars,0172,FSR_0616,r,33.39,44.74,0.015,0.06,0.115,2.5,-3.77,,1530.0,0.239,9.23,0.35,7.03,5.6,,,Simbad
map,cmd,stars,0173,Stock_2,,33.66,59.44,0.15,0.925,1.7,16.13,-14.5,1.8,400.0,0.339,8.44,3.73,18.85,24.54,,-0.14,Simbad
map,cmd,stars,0174,IRAS_02130+5509,r,34.14,55.397,0.01,0.03,0.05,0.72,-0.67,,2500.0,0.799,8.0,0.37,2.69,9.88,irc,,Simbad
map,cmd,stars,0175,NGC_869,,34.74,57.145,0.06,0.24,0.535,-2.81,0.05,-41.8,2300.0,0.521,7.28,11.27,32.25,4.05,ass,-0.3,Simbad
map,cmd,stars,0176,Basel_10,r,34.873,58.304,0.01,0.03,0.075,-0.75,1.62,-32.1,2000.0,0.77,7.6,0.37,5.7,11.7,,,Simbad
map,cmd,stars,0177,Berkeley_63,,34.899,63.73,0.015,0.045,0.11,-2.6,2.98,,3991.0,0.916,8.9,1.29,14.29,1.72,,,Simbad
map,cmd,stars,0178,FSR_0578,r,35.016,61.102,0.02,0.06,0.1,2.22,-2.11,,2668.0,1.457,8.985,1.6,7.49,1.32,irc,,Simbad
map,cmd,stars,0179,SAI_17,,35.212,59.2,0.012,0.04,0.08,0.03,-0.32,,4000.0,1.049,8.9,0.91,12.1,8.13,,,Simbad
map,cmd,stars,0180,ASCC_8,,35.19,59.69,0.04,0.115,0.24,-0.82,0.19,-12.9,1801.0,0.6,7.77,1.46,11.79,3.51,,,Simbad
map,cmd,stars,0182,Berkeley_64,,35.415,65.89,0.015,0.06,0.107,-2.19,2.38,,4801.0,0.899,9.0,1.76,18.42,0.89,,-0.61,Simbad
map,cmd,stars,0184,NGC_884,,35.512,57.145,0.05,0.175,0.44,-4.0,1.65,-43.6,2345.0,0.56,7.2,2.43,39.42,3.4,ass,-0.3,Simbad
map,cmd,stars,0186,NGC_886,,35.862,63.755,0.03,0.08,0.17,-1.47,0.52,,1000.0,0.5,8.75,0.59,5.5,14.95,,,Simbad
map,cmd,stars,0192,IRAS_02232+6138,,36.642,61.988,0.03,0.115,0.19,-0.85,1.3,-47.1,1835.0,1.187,6.85,3.7,8.47,22.05,emb,,Simbad
map,cmd,stars,0193,FSR_0584,,36.802,61.628,0.012,0.05,0.093,1.19,0.55,,2009.0,1.041,9.1,0.78,9.4,0.24,irc,,Simbad
map,cmd,stars,0196,FSR_0591,,36.915,58.758,0.015,0.055,0.1,-0.98,1.52,,2297.0,0.604,6.85,0.78,7.9,7.77,irc,,Simbad
map,cmd,stars,0199,Tombaugh_4,,37.29,61.785,0.03,0.07,0.12,0.91,-2.72,,3700.0,1.249,8.64,1.63,13.99,1.41,,,Simbad
map,cmd,stars,0200,Teutsch_55,,37.35,62.07,0.018,0.065,0.115,-0.2,-2.63,,2006.0,0.895,8.735,0.7,8.52,4.98,,,Simbad
map,cmd,stars,0201,FSR_0568,,37.23,72.19,0.017,0.06,0.16,-2.46,0.28,,2301.0,0.96,9.0,1.09,9.97,3.58,,,Simbad
map,cmd,stars,0202,Stock_7,,37.432,60.675,0.012,0.08,0.145,-2.38,-1.33,-3.7,850.0,0.531,7.8,0.76,3.89,15.09,,,Simbad
map,cmd,stars,0203,FSR_0617,r,37.417,51.895,0.02,0.05,0.09,1.73,0.53,,4000.0,0.279,9.25,0.89,11.26,2.0,,,Simbad
map,cmd,stars,0204,FSR_0596,r,37.432,58.1,0.02,0.065,0.135,-1.49,2.97,-52.0,1417.0,0.521,9.15,0.6,5.21,9.15,irc,,Simbad
